Model,Threshold,TP,FP,TN,FN,Accuracy,Precision,Recall,F1-score,False alarm rate,Warning workload,Warning workload percentage,False alarms,Missed hazardous cases
Random Forest,0.71999999999999997,4,2,723,47,0.93685567010309279,0.66666666666666663,0.078431372549019607,0.14035087719298245,0.0027586206896551722,6,0.0077319587628865982,2,47
Random Forest,0.72999999999999998,4,1,724,47,0.93814432989690721,0.80000000000000004,0.078431372549019607,0.14285714285714285,0.0013793103448275861,5,0.0064432989690721646,1,47
Random Forest,0.73999999999999999,4,1,724,47,0.93814432989690721,0.80000000000000004,0.078431372549019607,0.14285714285714285,0.0013793103448275861,5,0.0064432989690721646,1,47
Random Forest,0.75,4,1,724,47,0.93814432989690721,0.80000000000000004,0.078431372549019607,0.14285714285714285,0.0013793103448275861,5,0.0064432989690721646,1,47
Random Forest,0.76000000000000001,3,1,724,48,0.93685567010309279,0.75,0.058823529411764705,0.10909090909090909,0.0013793103448275861,4,0.0051546391752577319,1,48
Random Forest,0.77000000000000002,3,1,724,48,0.93685567010309279,0.75,0.058823529411764705,0.10909090909090909,0.0013793103448275861,4,0.0051546391752577319,1,48
Random Forest,0.78000000000000003,3,1,724,48,0.93685567010309279,0.75,0.058823529411764705,0.10909090909090909,0.0013793103448275861,4,0.0051546391752577319,1,48
Random Forest,0.79000000000000004,3,1,724,48,0.93685567010309279,0.75,0.058823529411764705,0.10909090909090909,0.0013793103448275861,4,0.0051546391752577319,1,48
Random Forest,0.80000000000000004,3,1,724,48,0.93685567010309279,0.75,0.058823529411764705,0.10909090909090909,0.0013793103448275861,4,0.0051546391752577319,1,48
Random Forest,0.81000000000000005,2,1,724,49,0.93556701030927836,0.66666666666666663,0.039215686274509803,0.07407407407407407,0.0013793103448275861,3,0.0038659793814432991,1,49
Random Forest,0.81999999999999995,2,1,724,49,0.93556701030927836,0.66666666666666663,0.039215686274509803,0.07407407407407407,0.0013793103448275861,3,0.0038659793814432991,1,49
Random Forest,0.82999999999999996,2,1,724,49,0.93556701030927836,0.66666666666666663,0.039215686274509803,0.07407407407407407,0.0013793103448275861,3,0.0038659793814432991,1,49
Random Forest,0.83999999999999997,2,1,724,49,0.93556701030927836,0.66666666666666663,0.039215686274509803,0.07407407407407407,0.0013793103448275861,3,0.0038659793814432991,1,49
Random Forest,0.84999999999999998,2,1,724,49,0.93556701030927836,0.66666666666666663,0.039215686274509803,0.07407407407407407,0.0013793103448275861,3,0.0038659793814432991,1,49
Random Forest,0.85999999999999999,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.87,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.88,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.89000000000000001,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.90000000000000002,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.91000000000000003,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.92000000000000004,1,0,725,50,0.93556701030927836,1,0.019607843137254902,0.038461538461538464,0,1,0.001288659793814433,0,50
Random Forest,0.93000000000000005,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Random Forest,0.93999999999999995,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Random Forest,0.94999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Random Forest,0.95999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Random Forest,0.96999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Random Forest,0.97999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Random Forest,0.98999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.01,51,725,0,0,0.065721649484536085,0.065721649484536085,1,0.12333736396614269,1,776,1,725,0
Gradient Boosting,0.02,51,723,2,0,0.068298969072164942,0.06589147286821706,1,0.12363636363636364,0.99724137931034484,774,0.99742268041237114,723,0
Gradient Boosting,0.029999999999999999,51,706,19,0,0.090206185567010308,0.067371202113606338,1,0.12623762376237624,0.97379310344827585,757,0.97551546391752575,706,0
Gradient Boosting,0.040000000000000001,51,679,46,0,0.125,0.069863013698630141,1,0.13060179257362356,0.93655172413793109,730,0.94072164948453607,679,0
Gradient Boosting,0.050000000000000003,51,657,68,0,0.15335051546391754,0.072033898305084748,1,0.13438735177865613,0.90620689655172415,708,0.91237113402061853,657,0
Gradient Boosting,0.059999999999999998,51,641,84,0,0.17396907216494845,0.073699421965317924,1,0.13728129205921938,0.88413793103448279,692,0.89175257731958768,641,0
Gradient Boosting,0.070000000000000007,50,627,98,1,0.19072164948453607,0.073855243722304287,0.98039215686274506,0.13736263736263737,0.86482758620689659,677,0.87242268041237114,627,1
Gradient Boosting,0.080000000000000002,50,617,108,1,0.20360824742268041,0.074962518740629688,0.98039215686274506,0.1392757660167131,0.8510344827586207,667,0.85953608247422686,617,1
Gradient Boosting,0.089999999999999997,49,602,123,2,0.22164948453608246,0.075268817204301078,0.96078431372549022,0.1396011396011396,0.83034482758620687,651,0.83891752577319589,602,2
Gradient Boosting,0.10000000000000001,47,569,156,4,0.26159793814432991,0.076298701298701296,0.92156862745098034,0.1409295352323838,0.78482758620689652,616,0.79381443298969068,569,4
Gradient Boosting,0.11,47,531,194,4,0.31056701030927836,0.081314878892733561,0.92156862745098034,0.1494435612082671,0.73241379310344823,578,0.74484536082474229,531,4
Gradient Boosting,0.12,46,500,225,5,0.34922680412371132,0.084249084249084255,0.90196078431372551,0.1541038525963149,0.68965517241379315,546,0.70360824742268047,500,5
Gradient Boosting,0.13,46,466,259,5,0.39304123711340205,0.08984375,0.90196078431372551,0.16341030195381884,0.64275862068965517,512,0.65979381443298968,466,5
Gradient Boosting,0.14000000000000001,46,441,284,5,0.42525773195876287,0.094455852156057493,0.90196078431372551,0.17100371747211895,0.60827586206896556,487,0.62757731958762886,441,5
Gradient Boosting,0.14999999999999999,45,413,312,6,0.46005154639175255,0.098253275109170299,0.88235294117647056,0.17681728880157171,0.56965517241379315,458,0.59020618556701032,413,6
Gradient Boosting,0.16,43,390,335,8,0.48711340206185566,0.099307159353348731,0.84313725490196079,0.17768595041322313,0.53793103448275859,433,0.5579896907216495,390,8
Gradient Boosting,0.17000000000000001,41,367,358,10,0.51417525773195871,0.10049019607843138,0.80392156862745101,0.1786492374727669,0.50620689655172413,408,0.52577319587628868,367,10
Gradient Boosting,0.17999999999999999,41,347,378,10,0.53994845360824739,0.1056701030927835,0.80392156862745101,0.18678815489749431,0.4786206896551724,388,0.5,347,10
Gradient Boosting,0.19,39,331,394,12,0.5579896907216495,0.10540540540540541,0.76470588235294112,0.18527315914489312,0.45655172413793105,370,0.47680412371134023,331,12
Gradient Boosting,0.20000000000000001,38,308,417,13,0.58634020618556704,0.10982658959537572,0.74509803921568629,0.19143576826196473,0.42482758620689653,346,0.44587628865979384,308,13
Gradient Boosting,0.20999999999999999,38,291,434,13,0.60824742268041232,0.11550151975683891,0.74509803921568629,0.20000000000000001,0.4013793103448276,329,0.42396907216494845,291,13
Gradient Boosting,0.22,38,274,451,13,0.63015463917525771,0.12179487179487179,0.74509803921568629,0.20936639118457301,0.37793103448275861,312,0.40206185567010311,274,13
Gradient Boosting,0.23000000000000001,37,264,461,14,0.64175257731958768,0.12292358803986711,0.72549019607843135,0.21022727272727273,0.36413793103448278,301,0.38788659793814434,264,14
Gradient Boosting,0.23999999999999999,37,251,474,14,0.65850515463917525,0.12847222222222221,0.72549019607843135,0.21828908554572271,0.34620689655172415,288,0.37113402061855671,251,14
Gradient Boosting,0.25,37,240,485,14,0.67268041237113407,0.13357400722021662,0.72549019607843135,0.22560975609756098,0.33103448275862069,277,0.35695876288659795,240,14
Gradient Boosting,0.26000000000000001,37,233,492,14,0.68170103092783507,0.13703703703703704,0.72549019607843135,0.23052959501557632,0.32137931034482758,270,0.34793814432989689,233,14
Gradient Boosting,0.27000000000000002,36,223,502,15,0.69329896907216493,0.138996138996139,0.70588235294117652,0.23225806451612904,0.30758620689655175,259,0.33376288659793812,223,15
Gradient Boosting,0.28000000000000003,35,212,513,16,0.70618556701030932,0.1417004048582996,0.68627450980392157,0.2348993288590604,0.29241379310344828,247,0.31829896907216493,212,16
Gradient Boosting,0.28999999999999998,35,200,525,16,0.72164948453608246,0.14893617021276595,0.68627450980392157,0.24475524475524477,0.27586206896551724,235,0.30283505154639173,200,16
Gradient Boosting,0.29999999999999999,34,194,531,17,0.72809278350515461,0.14912280701754385,0.66666666666666663,0.24372759856630824,0.26758620689655171,228,0.29381443298969073,194,17
Gradient Boosting,0.31,32,186,539,19,0.73582474226804129,0.14678899082568808,0.62745098039215685,0.23791821561338289,0.25655172413793104,218,0.28092783505154639,186,19
Gradient Boosting,0.32000000000000001,31,178,547,20,0.74484536082474229,0.14832535885167464,0.60784313725490191,0.23846153846153847,0.24551724137931036,209,0.26932989690721648,178,20
Gradient Boosting,0.33000000000000002,30,171,554,21,0.75257731958762886,0.14925373134328357,0.58823529411764708,0.23809523809523808,0.23586206896551723,201,0.25902061855670105,171,21
Gradient Boosting,0.34000000000000002,30,161,564,21,0.76546391752577314,0.15706806282722513,0.58823529411764708,0.24793388429752067,0.22206896551724137,191,0.24613402061855671,161,21
Gradient Boosting,0.34999999999999998,29,158,567,22,0.76804123711340211,0.15508021390374332,0.56862745098039214,0.24369747899159663,0.21793103448275863,187,0.24097938144329897,158,22
Gradient Boosting,0.35999999999999999,29,146,579,22,0.78350515463917525,0.1657142857142857,0.56862745098039214,0.25663716814159293,0.20137931034482759,175,0.22551546391752578,146,22
Gradient Boosting,0.37,27,139,586,24,0.78994845360824739,0.16265060240963855,0.52941176470588236,0.24884792626728111,0.19172413793103449,166,0.21391752577319587,139,24
Gradient Boosting,0.38,27,132,593,24,0.7989690721649485,0.16981132075471697,0.52941176470588236,0.25714285714285712,0.18206896551724139,159,0.20489690721649484,132,24
Gradient Boosting,0.39000000000000001,27,126,599,24,0.80670103092783507,0.17647058823529413,0.52941176470588236,0.26470588235294118,0.17379310344827587,153,0.19716494845360824,126,24
Gradient Boosting,0.40000000000000002,26,118,607,25,0.81572164948453607,0.18055555555555555,0.50980392156862742,0.26666666666666666,0.16275862068965516,144,0.18556701030927836,118,25
Gradient Boosting,0.40999999999999998,24,113,612,27,0.81958762886597936,0.17518248175182483,0.47058823529411764,0.25531914893617019,0.15586206896551724,137,0.17654639175257733,113,27
Gradient Boosting,0.41999999999999998,24,108,617,27,0.8260309278350515,0.18181818181818182,0.47058823529411764,0.26229508196721313,0.1489655172413793,132,0.17010309278350516,108,27
Gradient Boosting,0.42999999999999999,24,106,619,27,0.82860824742268047,0.18461538461538463,0.47058823529411764,0.26519337016574585,0.14620689655172414,130,0.16752577319587628,106,27
Gradient Boosting,0.44,22,104,621,29,0.82860824742268047,0.17460317460317459,0.43137254901960786,0.24858757062146894,0.14344827586206896,126,0.16237113402061856,104,29
Gradient Boosting,0.45000000000000001,21,102,623,30,0.82989690721649489,0.17073170731707318,0.41176470588235292,0.2413793103448276,0.1406896551724138,123,0.15850515463917525,102,30
Gradient Boosting,0.46000000000000002,21,99,626,30,0.83376288659793818,0.17499999999999999,0.41176470588235292,0.24561403508771928,0.13655172413793104,120,0.15463917525773196,99,30
Gradient Boosting,0.46999999999999997,21,94,631,30,0.84020618556701032,0.18260869565217391,0.41176470588235292,0.25301204819277107,0.1296551724137931,115,0.14819587628865979,94,30
Gradient Boosting,0.47999999999999998,21,87,638,30,0.84922680412371132,0.19444444444444445,0.41176470588235292,0.26415094339622641,0.12,108,0.13917525773195877,87,30
Gradient Boosting,0.48999999999999999,21,84,641,30,0.85309278350515461,0.20000000000000001,0.41176470588235292,0.26923076923076922,0.11586206896551725,105,0.13530927835051546,84,30
Gradient Boosting,0.5,21,83,642,30,0.85438144329896903,0.20192307692307693,0.41176470588235292,0.2709677419354839,0.11448275862068966,104,0.13402061855670103,83,30
Gradient Boosting,0.51000000000000001,20,81,644,31,0.85567010309278346,0.19801980198019803,0.39215686274509803,0.26315789473684209,0.11172413793103449,101,0.13015463917525774,81,31
Gradient Boosting,0.52000000000000002,20,74,651,31,0.86469072164948457,0.21276595744680851,0.39215686274509803,0.27586206896551724,0.10206896551724139,94,0.1211340206185567,74,31
Gradient Boosting,0.53000000000000003,20,71,654,31,0.86855670103092786,0.21978021978021978,0.39215686274509803,0.28169014084507044,0.097931034482758625,91,0.1172680412371134,71,31
Gradient Boosting,0.54000000000000004,19,68,657,32,0.87113402061855671,0.21839080459770116,0.37254901960784315,0.27536231884057971,0.093793103448275864,87,0.11211340206185567,68,32
Gradient Boosting,0.55000000000000004,19,65,660,32,0.875,0.22619047619047619,0.37254901960784315,0.2814814814814815,0.089655172413793102,84,0.10824742268041238,65,32
Gradient Boosting,0.56000000000000005,18,63,662,33,0.87628865979381443,0.22222222222222221,0.35294117647058826,0.27272727272727271,0.086896551724137933,81,0.10438144329896908,63,33
Gradient Boosting,0.56999999999999995,18,60,665,33,0.88015463917525771,0.23076923076923078,0.35294117647058826,0.27906976744186046,0.082758620689655171,78,0.10051546391752578,60,33
Gradient Boosting,0.57999999999999996,18,60,665,33,0.88015463917525771,0.23076923076923078,0.35294117647058826,0.27906976744186046,0.082758620689655171,78,0.10051546391752578,60,33
Gradient Boosting,0.58999999999999997,18,56,669,33,0.88530927835051543,0.24324324324324326,0.35294117647058826,0.28799999999999998,0.077241379310344832,74,0.095360824742268036,56,33
Gradient Boosting,0.59999999999999998,18,51,674,33,0.89175257731958768,0.2608695652173913,0.35294117647058826,0.29999999999999999,0.070344827586206901,69,0.08891752577319588,51,33
Gradient Boosting,0.60999999999999999,17,50,675,34,0.89175257731958768,0.2537313432835821,0.33333333333333331,0.28813559322033899,0.068965517241379309,67,0.086340206185567009,50,34
Gradient Boosting,0.62,17,48,677,34,0.89432989690721654,0.26153846153846155,0.33333333333333331,0.29310344827586204,0.06620689655172414,65,0.083762886597938138,48,34
Gradient Boosting,0.63,17,47,678,34,0.89561855670103097,0.265625,0.33333333333333331,0.29565217391304349,0.064827586206896548,64,0.08247422680412371,47,34
Gradient Boosting,0.64000000000000001,17,45,680,34,0.89819587628865982,0.27419354838709675,0.33333333333333331,0.30088495575221241,0.062068965517241378,62,0.079896907216494839,45,34
Gradient Boosting,0.65000000000000002,16,44,681,35,0.89819587628865982,0.26666666666666666,0.31372549019607843,0.28828828828828829,0.060689655172413794,60,0.077319587628865982,44,35
Gradient Boosting,0.66000000000000003,16,42,683,35,0.90077319587628868,0.27586206896551724,0.31372549019607843,0.29357798165137616,0.057931034482758624,58,0.074742268041237112,42,35
Gradient Boosting,0.67000000000000004,15,40,685,36,0.90206185567010311,0.27272727272727271,0.29411764705882354,0.28301886792452829,0.055172413793103448,55,0.070876288659793812,40,36
Gradient Boosting,0.68000000000000005,15,35,690,36,0.90850515463917525,0.29999999999999999,0.29411764705882354,0.29702970297029702,0.048275862068965517,50,0.064432989690721643,35,36
Gradient Boosting,0.68999999999999995,15,34,691,36,0.90979381443298968,0.30612244897959184,0.29411764705882354,0.29999999999999999,0.046896551724137932,49,0.063144329896907214,34,36
Gradient Boosting,0.69999999999999996,15,34,691,36,0.90979381443298968,0.30612244897959184,0.29411764705882354,0.29999999999999999,0.046896551724137932,49,0.063144329896907214,34,36
Gradient Boosting,0.70999999999999996,15,31,694,36,0.91365979381443296,0.32608695652173914,0.29411764705882354,0.30927835051546393,0.04275862068965517,46,0.059278350515463915,31,36
Gradient Boosting,0.71999999999999997,15,26,699,36,0.92010309278350511,0.36585365853658536,0.29411764705882354,0.32608695652173914,0.035862068965517239,41,0.052835051546391752,26,36
Gradient Boosting,0.72999999999999998,15,25,700,36,0.92139175257731953,0.375,0.29411764705882354,0.32967032967032966,0.034482758620689655,40,0.051546391752577317,25,36
Gradient Boosting,0.73999999999999999,15,23,702,36,0.9239690721649485,0.39473684210526316,0.29411764705882354,0.33707865168539325,0.031724137931034485,38,0.048969072164948453,23,36
Gradient Boosting,0.75,15,22,703,36,0.92525773195876293,0.40540540540540543,0.29411764705882354,0.34090909090909088,0.030344827586206897,37,0.047680412371134018,22,36
Gradient Boosting,0.76000000000000001,12,19,706,39,0.92525773195876293,0.38709677419354838,0.23529411764705882,0.29268292682926828,0.026206896551724139,31,0.03994845360824742,19,39
Gradient Boosting,0.77000000000000002,12,16,709,39,0.92912371134020622,0.42857142857142855,0.23529411764705882,0.30379746835443039,0.022068965517241378,28,0.03608247422680412,16,39
Gradient Boosting,0.78000000000000003,11,14,711,40,0.93041237113402064,0.44,0.21568627450980393,0.28947368421052633,0.019310344827586208,25,0.032216494845360821,14,40
Gradient Boosting,0.79000000000000004,10,12,713,41,0.93170103092783507,0.45454545454545453,0.19607843137254902,0.27397260273972601,0.016551724137931035,22,0.028350515463917526,12,41
Gradient Boosting,0.80000000000000004,8,10,715,43,0.93170103092783507,0.44444444444444442,0.15686274509803921,0.2318840579710145,0.013793103448275862,18,0.023195876288659795,10,43
Gradient Boosting,0.81000000000000005,6,8,717,45,0.93170103092783507,0.42857142857142855,0.11764705882352941,0.18461538461538463,0.011034482758620689,14,0.01804123711340206,8,45
Gradient Boosting,0.81999999999999995,6,5,720,45,0.93556701030927836,0.54545454545454541,0.11764705882352941,0.19354838709677419,0.0068965517241379309,11,0.014175257731958763,5,45
Gradient Boosting,0.82999999999999996,5,5,720,46,0.93427835051546393,0.5,0.098039215686274508,0.16393442622950818,0.0068965517241379309,10,0.012886597938144329,5,46
Gradient Boosting,0.83999999999999997,5,4,721,46,0.93556701030927836,0.55555555555555558,0.098039215686274508,0.16666666666666666,0.0055172413793103444,9,0.011597938144329897,4,46
Gradient Boosting,0.84999999999999998,3,3,722,48,0.93427835051546393,0.5,0.058823529411764705,0.10526315789473684,0.0041379310344827587,6,0.0077319587628865982,3,48
Gradient Boosting,0.85999999999999999,2,3,722,49,0.9329896907216495,0.40000000000000002,0.039215686274509803,0.071428571428571425,0.0041379310344827587,5,0.0064432989690721646,3,49
Gradient Boosting,0.87,2,2,723,49,0.93427835051546393,0.5,0.039215686274509803,0.072727272727272724,0.0027586206896551722,4,0.0051546391752577319,2,49
Gradient Boosting,0.88,2,1,724,49,0.93556701030927836,0.66666666666666663,0.039215686274509803,0.07407407407407407,0.0013793103448275861,3,0.0038659793814432991,1,49
Gradient Boosting,0.89000000000000001,1,1,724,50,0.93427835051546393,0.5,0.019607843137254902,0.037735849056603772,0.0013793103448275861,2,0.0025773195876288659,1,50
Gradient Boosting,0.90000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.91000000000000003,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.92000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.93000000000000005,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.93999999999999995,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.94999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.95999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.96999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.97999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
Gradient Boosting,0.98999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.01,51,725,0,0,0.065721649484536085,0.065721649484536085,1,0.12333736396614269,1,776,1,725,0
SVM,0.02,51,724,1,0,0.067010309278350513,0.06580645161290323,1,0.12348668280871671,0.99862068965517237,775,0.99871134020618557,724,0
SVM,0.029999999999999999,51,714,11,0,0.079896907216494839,0.066666666666666666,1,0.125,0.98482758620689659,765,0.98582474226804129,714,0
SVM,0.040000000000000001,41,418,307,10,0.4484536082474227,0.089324618736383449,0.80392156862745101,0.16078431372549021,0.57655172413793099,459,0.59149484536082475,418,10
SVM,0.050000000000000003,31,240,485,20,0.66494845360824739,0.11439114391143912,0.60784313725490191,0.19254658385093168,0.33103448275862069,271,0.34922680412371132,240,20
SVM,0.059999999999999998,29,187,538,22,0.73067010309278346,0.13425925925925927,0.56862745098039214,0.21722846441947566,0.25793103448275861,216,0.27835051546391754,187,22
SVM,0.070000000000000007,25,148,577,26,0.77577319587628868,0.14450867052023122,0.49019607843137253,0.22321428571428573,0.20413793103448277,173,0.22293814432989692,148,26
SVM,0.080000000000000002,20,125,600,31,0.7989690721649485,0.13793103448275862,0.39215686274509803,0.20408163265306123,0.17241379310344829,145,0.18685567010309279,125,31
SVM,0.089999999999999997,19,103,622,32,0.8260309278350515,0.15573770491803279,0.37254901960784315,0.21965317919075145,0.14206896551724138,122,0.15721649484536082,103,32
SVM,0.10000000000000001,18,80,645,33,0.85438144329896903,0.18367346938775511,0.35294117647058826,0.24161073825503357,0.1103448275862069,98,0.12628865979381443,80,33
SVM,0.11,17,73,652,34,0.86211340206185572,0.18888888888888888,0.33333333333333331,0.24113475177304963,0.10068965517241379,90,0.11597938144329897,73,34
SVM,0.12,17,62,663,34,0.87628865979381443,0.21518987341772153,0.33333333333333331,0.26153846153846155,0.085517241379310341,79,0.10180412371134021,62,34
SVM,0.13,16,58,667,35,0.88015463917525771,0.21621621621621623,0.31372549019607843,0.25600000000000001,0.080000000000000002,74,0.095360824742268036,58,35
SVM,0.14000000000000001,16,53,672,35,0.88659793814432986,0.2318840579710145,0.31372549019607843,0.26666666666666666,0.073103448275862071,69,0.08891752577319588,53,35
SVM,0.14999999999999999,15,45,680,36,0.89561855670103097,0.25,0.29411764705882354,0.27027027027027029,0.062068965517241378,60,0.077319587628865982,45,36
SVM,0.16,12,38,687,39,0.90077319587628868,0.23999999999999999,0.23529411764705882,0.23762376237623761,0.052413793103448278,50,0.064432989690721643,38,39
SVM,0.17000000000000001,10,33,692,41,0.90463917525773196,0.23255813953488372,0.19607843137254902,0.21276595744680851,0.045517241379310347,43,0.055412371134020616,33,41
SVM,0.17999999999999999,10,26,699,41,0.91365979381443296,0.27777777777777779,0.19607843137254902,0.22988505747126436,0.035862068965517239,36,0.046391752577319589,26,41
SVM,0.19,8,21,704,43,0.91752577319587625,0.27586206896551724,0.15686274509803921,0.20000000000000001,0.028965517241379312,29,0.037371134020618556,21,43
SVM,0.20000000000000001,5,17,708,46,0.91881443298969068,0.22727272727272727,0.098039215686274508,0.13698630136986301,0.023448275862068966,22,0.028350515463917526,17,46
SVM,0.20999999999999999,4,13,712,47,0.92268041237113407,0.23529411764705882,0.078431372549019607,0.11764705882352941,0.01793103448275862,17,0.021907216494845359,13,47
SVM,0.22,4,11,714,47,0.92525773195876293,0.26666666666666666,0.078431372549019607,0.12121212121212122,0.015172413793103448,15,0.019329896907216496,11,47
SVM,0.23000000000000001,3,6,719,48,0.93041237113402064,0.33333333333333331,0.058823529411764705,0.10000000000000001,0.0082758620689655175,9,0.011597938144329897,6,48
SVM,0.23999999999999999,1,4,721,50,0.93041237113402064,0.20000000000000001,0.019607843137254902,0.035714285714285712,0.0055172413793103444,5,0.0064432989690721646,4,50
SVM,0.25,1,3,722,50,0.93170103092783507,0.25,0.019607843137254902,0.036363636363636362,0.0041379310344827587,4,0.0051546391752577319,3,50
SVM,0.26000000000000001,1,2,723,50,0.9329896907216495,0.33333333333333331,0.019607843137254902,0.037037037037037035,0.0027586206896551722,3,0.0038659793814432991,2,50
SVM,0.27000000000000002,0,1,724,51,0.9329896907216495,0,0,0,0.0013793103448275861,1,0.001288659793814433,1,51
SVM,0.28000000000000003,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.28999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.29999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.31,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.32000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.33000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.34000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.34999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.35999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.37,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.38,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.39000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.40000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.40999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.41999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.42999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.44,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.45000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.46000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.46999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.47999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.48999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.5,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.51000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.52000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.53000000000000003,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.54000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.55000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.56000000000000005,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.56999999999999995,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.57999999999999996,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.58999999999999997,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.59999999999999998,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.60999999999999999,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.62,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.63,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.64000000000000001,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.65000000000000002,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.66000000000000003,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.67000000000000004,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.68000000000000005,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
SVM,0.68999999999999995,0,0,725,51,0.93427835051546393,0,0,0,0,0,0,0,51
