row_index_zero_based,split,label
2139,train,0
2140,train,0
2141,train,0
2142,train,0
2143,train,0
2144,train,0
2145,train,0
2146,train,0
2147,train,0
2148,train,0
2149,train,0
2150,test,0
2151,train,1
2152,train,0
2153,test,0
2154,train,1
2155,train,0
2156,train,0
2157,train,0
2158,train,0
2159,train,0
2160,test,0
2161,train,0
2162,train,0
2163,train,0
2164,train,0
2165,train,0
2166,train,0
2167,test,0
2168,train,0
2169,train,0
2170,train,0
2171,test,0
2172,train,0
2173,train,0
2174,test,0
2175,train,0
2176,train,0
2177,train,0
2178,train,0
2179,train,0
2180,train,0
2181,test,0
2182,train,0
2183,train,0
2184,train,0
2185,train,0
2186,train,0
2187,test,0
2188,train,0
2189,train,0
2190,train,0
2191,train,0
2192,test,0
2193,train,0
2194,train,0
2195,test,0
2196,train,0
2197,train,0
2198,train,0
2199,train,0
2200,test,0
2201,test,0
2202,test,0
2203,test,0
2204,train,0
2205,train,0
2206,train,0
2207,train,0
2208,train,1
2209,test,1
2210,train,0
2211,train,0
2212,test,0
2213,train,0
2214,train,0
2215,train,0
2216,train,0
2217,test,0
2218,test,0
2219,test,0
2220,test,0
2221,test,0
2222,train,0
2223,test,0
2224,test,0
2225,train,0
2226,train,0
2227,train,0
2228,train,0
2229,train,1
2230,train,0
2231,test,0
2232,test,0
2233,train,0
2234,train,0
2235,train,0
2236,test,0
2237,train,0
2238,train,0
2239,train,0
2240,train,0
2241,train,0
2242,test,0
2243,train,0
2244,test,0
2245,test,0
2246,test,0
2247,train,0
2248,train,0
2249,train,1
2250,train,0
2251,train,0
2252,train,0
2253,train,0
2254,train,0
2255,train,0
2256,train,0
2257,train,0
2258,train,0
2259,test,0
2260,test,1
2261,train,0
2262,train,0
2263,train,0
2264,test,0
2265,test,0
2266,test,0
2267,train,0
2268,train,0
2269,test,0
2270,train,0
2271,test,0
2272,train,0
2273,train,0
2274,train,0
2275,train,0
2276,train,0
2277,train,0
2278,train,0
2279,train,0
2280,train,0
2281,train,0
2282,train,0
2283,train,0
2284,test,1
2285,train,0
2286,train,0
2287,train,0
2288,train,0
2289,train,0
2290,train,0
2291,train,1
2292,train,0
2293,train,0
2294,train,0
2295,train,0
2296,test,0
2297,train,1
2298,train,0
2299,train,0
2300,train,0
2301,test,0
2302,train,0
2303,train,0
2304,train,0
2305,train,0
2306,train,0
2307,train,0
2308,test,0
2309,train,0
2310,test,1
2311,train,0
2312,train,0
2313,train,0
2314,train,0
2315,test,0
2316,train,0
2317,train,0
2318,test,0
2319,train,0
2320,test,0
2321,train,0
2322,train,0
2323,test,0
2324,test,0
2325,train,0
2326,train,0
2327,train,0
2328,train,0
2329,train,0
2330,train,0
2331,train,0
2332,test,0
2333,train,0
2334,train,0
2335,train,0
2336,test,0
2337,test,0
2338,test,0
2339,train,1
2340,train,0
2341,train,0
2342,train,0
2343,test,0
2344,train,0
2345,train,0
2346,test,0
2347,train,0
2348,train,0
2349,train,0
2350,train,0
2351,train,0
2352,test,0
2353,test,0
2354,train,0
2355,test,0
2356,train,0
2357,train,0
2358,test,0
2359,train,0
2360,train,0
2361,test,0
2362,test,0
2363,train,0
2364,test,0
2365,train,0
2366,test,0
2367,train,0
2368,train,0
2369,train,0
2370,train,0
2371,train,0
2372,train,0
2373,train,0
2374,test,0
2375,train,0
2376,test,0
2377,train,0
2378,test,0
2379,train,0
2380,test,0
2381,train,0
2382,train,0
2383,train,0
2384,train,0
2385,train,0
2386,train,0
2387,test,0
2388,train,0
2389,train,0
2390,train,0
2391,train,0
2392,train,0
2393,train,0
2394,test,0
2395,train,0
2396,train,0
2397,train,0
2398,train,0
2399,test,0
2400,train,0
2401,test,1
2402,test,0
2403,train,0
2404,train,0
2405,train,0
2406,train,0
2407,train,0
2408,train,0
2409,train,0
2410,test,0
2411,test,0
2412,train,0
2413,test,0
2414,train,0
2415,train,0
2416,test,0
2417,test,0
2418,test,0
2419,test,0
2420,train,0
2421,train,0
2422,test,0
2423,train,0
2424,train,0
2425,test,0
2426,train,0
2427,train,0
2428,train,0
2429,test,0
2430,train,0
2431,train,0
2432,train,0
2433,train,0
2434,train,0
2435,test,0
2436,test,0
2437,train,0
2438,train,0
2439,train,0
2440,train,0
2441,test,0
2442,test,0
2443,test,0
2444,test,0
2445,test,0
2446,train,0
2447,train,1
2448,train,0
2449,train,0
2450,train,0
2451,train,0
2452,train,0
2453,train,0
2454,test,0
2455,train,0
2456,test,0
2457,train,0
2458,train,0
2459,train,0
2460,train,0
2461,test,0
2462,train,0
2463,test,0
2464,test,0
2465,test,0
2466,test,0
2467,test,0
2468,train,0
2469,train,0
2470,train,0
2471,train,0
2472,train,0
2473,test,0
2474,train,0
2475,test,0
2476,train,0
2477,train,0
2478,test,0
2479,test,0
2480,test,0
2481,train,0
2482,train,0
2483,test,0
2484,train,0
2485,train,0
2486,train,0
2487,test,0
2488,train,0
2489,test,0
2490,test,0
2491,train,0
2492,train,0
2493,test,0
2494,train,0
2495,train,0
2496,train,0
2497,test,0
2498,train,0
2499,train,0
2500,train,0
2501,train,0
2502,train,0
2503,train,0
2504,train,0
2505,test,0
2506,test,0
2507,test,0
2508,train,0
2509,test,0
2510,test,0
2511,train,0
2512,test,1
2513,test,0
2514,test,0
2515,test,0
2516,test,0
2517,test,0
2518,test,0
2519,test,0
2520,train,0
2521,test,0
2522,test,1
2523,train,0
2524,train,0
2525,test,0
2526,train,0
2527,test,0
2528,test,0
2529,test,0
2530,train,0
2531,test,0
2532,test,0
2533,test,0
2534,test,0
2535,train,0
2536,test,0
2537,train,0
2538,test,0
2539,train,0
2540,train,0
2541,train,0
2542,train,1
2543,test,0
2544,train,0
2545,train,0
2546,train,0
2547,train,0
2548,train,0
2549,train,0
2550,train,0
2551,train,0
2552,test,0
2553,test,1
2554,test,0
2555,train,0
2556,train,0
2557,train,0
2558,train,0
2559,train,0
2560,train,0
2561,test,0
2562,train,0
2563,test,0
2564,test,0
2565,train,0
2566,train,0
2567,test,0
2568,train,0
2569,train,0
2570,train,0
2571,train,0
2572,train,0
2573,train,0
2574,train,0
2575,train,0
2576,test,0
2577,train,0
2578,train,0
2579,train,0
2580,train,0
2581,train,0
2582,train,0
2583,train,0
